document_id,so_ky_hieu,entity,entity_type,source,method,confidence,evidence
166170,32/2024/QH15,Tín dụng,LinhVuc,content_clean,gemini,0.95,Luật Các tổ chức tín dụng
166170,32/2024/QH15,Ngân hàng,LinhVuc,content_clean,gemini,0.95,tổ chức nước ngoài khác có hoạt động ngân hàng
112025,73/2016/NĐ-CP,Chính phủ,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
112025,73/2016/NĐ-CP,Nguyễn Xuân Phúc,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Xuân Phúc', chuc_danh='Thủ tướng'"
112025,73/2016/NĐ-CP,Chính phủ,CoQuan,content_clean,gemini,0.99,"CHÍNH PHỦ
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM"
112025,73/2016/NĐ-CP,Nguyễn Xuân Phúc,NguoiKy,content_clean,gemini,0.99,"TM. CHÍNH PHỦ
THỦ TƯỚNG CHÍNH PHỦ
(Đã ký)
Nguyễn Xuân Phúc"
112025,73/2016/NĐ-CP,Doanh nghiệp bảo hiểm,DoiTuongApDung,content_clean,gemini,0.95,a) Doanh nghiệp bảo hiểm;
112025,73/2016/NĐ-CP,Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,b) Chi nhánh nước ngoài;
112025,73/2016/NĐ-CP,Doanh nghiệp môi giới bảo hiểm,DoiTuongApDung,content_clean,gemini,0.95,"c) Doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm;"
112025,73/2016/NĐ-CP,Đại lý bảo hiểm,DoiTuongApDung,content_clean,gemini,0.95,"c) Doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm;"
112025,73/2016/NĐ-CP,"Các tổ chức, cá nhân khác có liên quan",DoiTuongApDung,content_clean,gemini,0.9,"d) Các tổ chức, cá nhân khác có liên quan."
112025,73/2016/NĐ-CP,Bảo hiểm,LinhVuc,content_clean,gemini,0.98,"Nghị định quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm"
38128,37/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
38128,37/2014/TT-NHNN,Đào Minh Tú,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
38128,37/2014/TT-NHNN,Phát hành và kho quỹ,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Phát hành và kho quỹ'
38128,37/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
38128,37/2014/TT-NHNN,Đào Minh Tú,NguoiKy,content_clean,gemini,0.98,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đào Minh Tú"
38128,37/2014/TT-NHNN,Các đơn vị có liên quan thuộc Ngân hàng Nhà nước,DoiTuongApDung,content_clean,gemini,0.95,1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước.
38128,37/2014/TT-NHNN,Nhà máy in tiền Quốc gia,DoiTuongApDung,content_clean,gemini,0.95,2. Nhà máy in tiền Quốc gia.
38128,37/2014/TT-NHNN,"Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền",DoiTuongApDung,content_clean,gemini,0.95,"3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
38128,37/2014/TT-NHNN,Phát hành và kho quỹ,LinhVuc,content_clean,gemini,0.98,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
26750,67/2011/QH12,Quốc hội,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
26750,67/2011/QH12,Nguyễn Phú Trọng,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Phú Trọng', chuc_danh='Chủ tịch Quốc hội'"
26750,67/2011/QH12,Quốc hội,CoQuan,content_clean,gemini,0.99,Quốc hội ban hành Luật Kiểm toán độc lập
26750,67/2011/QH12,Nguyễn Phú Trọng,NguoiKy,content_clean,gemini,0.99,"CHỦ TỊCH QUỐC HỘI
(Đã ký)
Nguyễn Phú Trọng"
26750,67/2011/QH12,Kiểm toán viên,DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,Kiểm toán viên hành nghề,DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,Doanh nghiệp kiểm toán,DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,Chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,Đơn vị được kiểm toán,DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,Tổ chức nghề nghiệp về kiểm toán,DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,"Tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập",DoiTuongApDung,content_clean,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
26750,67/2011/QH12,Kế toán - Kiểm toán,LinhVuc,content_clean,gemini,0.98,Luật Kiểm toán độc lập
163441,46/2023/NĐ-CP,Chính phủ,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
163441,46/2023/NĐ-CP,Lê Minh Khái,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Lê Minh Khái', chuc_danh='Phó Thủ tướng Chính phủ'"
163441,46/2023/NĐ-CP,Bảo hiểm,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Bảo hiểm'
163441,46/2023/NĐ-CP,Chính phủ,CoQuan,content_clean,gemini,0.99,"CHÍNH PHỦ
_________
CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM"
163441,46/2023/NĐ-CP,Lê Minh Khái,NguoiKy,content_clean,gemini,0.95,"Người ký hiện tại: Lê Minh Khái
- Chức danh hiện tại: Phó Thủ tướng Chính phủ"
163441,46/2023/NĐ-CP,Doanh nghiệp bảo hiểm phi nhân thọ,DoiTuongApDung,content_clean,gemini,0.98,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe"
163441,46/2023/NĐ-CP,Doanh nghiệp bảo hiểm nhân thọ,DoiTuongApDung,content_clean,gemini,0.98,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe"
163441,46/2023/NĐ-CP,Doanh nghiệp bảo hiểm sức khỏe,DoiTuongApDung,content_clean,gemini,0.98,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe"
163441,46/2023/NĐ-CP,Doanh nghiệp tái bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,"doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm"
163441,46/2023/NĐ-CP,Đại lý bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,"doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm"
163441,46/2023/NĐ-CP,Doanh nghiệp môi giới bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,"doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm"
163441,46/2023/NĐ-CP,"Tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm",DoiTuongApDung,content_clean,gemini,0.98,"tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm"
163441,46/2023/NĐ-CP,Tổ chức tương hỗ cung cấp bảo hiểm vi mô,DoiTuongApDung,content_clean,gemini,0.98,tổ chức tương hỗ cung cấp bảo hiểm vi mô
163441,46/2023/NĐ-CP,Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài,DoiTuongApDung,content_clean,gemini,0.98,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài"
163441,46/2023/NĐ-CP,Chi nhánh doanh nghiệp tái bảo hiểm nước ngoài,DoiTuongApDung,content_clean,gemini,0.98,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài"
163441,46/2023/NĐ-CP,Văn phòng đại diện nước ngoài tại Việt Nam,DoiTuongApDung,content_clean,gemini,0.98,"Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam (sau đây gọi là văn phòng đại diện nước ngoài tại Việt Nam)"
163441,46/2023/NĐ-CP,Bên mua bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
163441,46/2023/NĐ-CP,Người được bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
163441,46/2023/NĐ-CP,Người thụ hưởng,DoiTuongApDung,content_clean,gemini,0.98,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
163441,46/2023/NĐ-CP,Cơ quan quản lý nhà nước về hoạt động kinh doanh bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,Cơ quan quản lý nhà nước về hoạt động kinh doanh bảo hiểm.
163441,46/2023/NĐ-CP,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm,DoiTuongApDung,content_clean,gemini,0.98,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm.
163441,46/2023/NĐ-CP,Bảo hiểm,LinhVuc,content_clean,gemini,0.99,Nghị định số 46/2023/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Kinh doanh bảo hiểm
146468,156/2020/NĐ-CP,Chính phủ,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
146468,156/2020/NĐ-CP,Nguyễn Xuân Phúc,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Xuân Phúc', chuc_danh='Thủ tướng'"
146468,156/2020/NĐ-CP,Chứng khoán,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Chứng khoán'
146468,156/2020/NĐ-CP,Chính phủ,CoQuan,content_clean,gemini,0.99,CHÍNH PHỦ
146468,156/2020/NĐ-CP,Nguyễn Xuân Phúc,NguoiKy,content_clean,gemini,0.99,"TM. CHÍNH PHỦ
THỦ TƯỚNG
(đã ký)
Nguyễn Xuân Phúc"
146468,156/2020/NĐ-CP,"tổ chức, cá nhân liên quan",DoiTuongApDung,content_clean,gemini,0.92,"Bộ trưởng Bộ Tài chính, Bộ trưởng, Thủ trưởng cơ quan ngang bộ, Thủ trưởng cơ quan thuộc Chính phủ, Chủ tịch Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương và các tổ chức, cá nhân liên quan chịu trách nhiệm thi hành Nghị định này."
146468,156/2020/NĐ-CP,"cá nhân, tổ chức bị xử phạt vi phạm hành chính",DoiTuongApDung,content_clean,gemini,0.9,"ban hành trước ngày Nghị định này có hiệu lực thi hành mà cá nhân, tổ chức bị xử phạt vi phạm hành chính còn khiếu nại"
146468,156/2020/NĐ-CP,Chứng khoán,LinhVuc,content_clean,gemini,0.98,trong lĩnh vực chứng khoán và thị trường chứng khoán
146468,156/2020/NĐ-CP,Xử phạt vi phạm hành chính,LinhVuc,content_clean,gemini,0.95,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
168220,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
168220,27/2024/TT-NHNN,Đào Minh Tú,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
168220,27/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
168220,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
168220,27/2024/TT-NHNN,Đào Minh Tú,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đào Minh Tú"
168220,27/2024/TT-NHNN,Ngân hàng hợp tác xã,DoiTuongApDung,content_clean,gemini,0.98,1. Ngân hàng hợp tác xã.
168220,27/2024/TT-NHNN,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,0.98,2. Quỹ tín dụng nhân dân.
168220,27/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này",DoiTuongApDung,content_clean,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
168220,27/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.95,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
168220,27/2024/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"hoạt động trong lĩnh vực ngân hàng với mục tiêu chủ yếu là liên kết, bảo đảm an toàn của hệ thống"
133858,05/2019/NĐ-CP,Chính phủ,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
133858,05/2019/NĐ-CP,Nguyễn Xuân Phúc,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Xuân Phúc', chuc_danh='Thủ tướng'"
133858,05/2019/NĐ-CP,Chính phủ,CoQuan,content_clean,gemini,0.99,CHÍNH PHỦ
133858,05/2019/NĐ-CP,Bộ Tài chính,CoQuan,content_clean,gemini,0.99,Theo đề nghị của Bộ trưởng Bộ Tài chính;
133858,05/2019/NĐ-CP,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương",CoQuan,content_clean,gemini,0.95,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương;"
133858,05/2019/NĐ-CP,Ngân hàng Nhà nước,CoQuan,content_clean,gemini,0.95,do Ngân hàng Nhà nước ban hành.
133858,05/2019/NĐ-CP,Nguyễn Xuân Phúc,NguoiKy,content_clean,gemini,0.99,"THỦ TƯỚNG CHÍNH PHỦ
(Đã ký)
Nguyễn Xuân Phúc"
133858,05/2019/NĐ-CP,"Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ",DoiTuongApDung,content_clean,gemini,0.95,"a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ;"
133858,05/2019/NĐ-CP,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương",DoiTuongApDung,content_clean,gemini,0.95,"b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương;"
133858,05/2019/NĐ-CP,Các đơn vị sự nghiệp công lập,DoiTuongApDung,content_clean,gemini,0.95,c) Các đơn vị sự nghiệp công lập;
133858,05/2019/NĐ-CP,Các doanh nghiệp,DoiTuongApDung,content_clean,gemini,0.95,d) Các doanh nghiệp;
133858,05/2019/NĐ-CP,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.95,3. Công tác kiểm toán nội bộ của tổ chức tín dụng thực hiện theo Luật các tổ chức tín dụng
133858,05/2019/NĐ-CP,Ngân hàng Nhà nước,DoiTuongApDung,content_clean,gemini,0.95,4. Công tác kiểm toán nội bộ của Ngân hàng Nhà nước thực hiện theo Luật Ngân hàng Nhà nước
133858,05/2019/NĐ-CP,Kế toán - Kiểm toán,LinhVuc,content_clean,gemini,0.95,Chính phủ ban hành Nghị định về kiểm toán nội bộ.
169221,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
169221,43/2024/TT-NHNN,Phạm Thanh Hà,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Phạm Thanh Hà', chuc_danh='Phó Thống đốc'"
169221,43/2024/TT-NHNN,Quản lý ngoại hối,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Quản lý ngoại hối'
169221,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
169221,43/2024/TT-NHNN,Phạm Thanh Hà,NguoiKy,content_clean,gemini,0.98,"KT THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Phạm Thanh Hà"
169221,43/2024/TT-NHNN,Chánh Văn phòng,DoiTuongApDung,content_clean,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
169221,43/2024/TT-NHNN,Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước,DoiTuongApDung,content_clean,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
169221,43/2024/TT-NHNN,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
169221,43/2024/TT-NHNN,Quản lý ngoại hối,LinhVuc,content_clean,gemini,0.98,hướng dẫn việc tổ chức thực hiện hoạt động quản lý dự trữ ngoại hối nhà nước.
95652,135/2015/NĐ-CP,Chính phủ,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
95652,135/2015/NĐ-CP,Nguyễn Tấn Dũng,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Tấn Dũng', chuc_danh='Thủ tướng Chính phủ'"
95652,135/2015/NĐ-CP,Chính phủ,CoQuan,content_clean,gemini,0.99,"CHÍNH PHỦ
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM"
95652,135/2015/NĐ-CP,Nguyễn Tấn Dũng,NguoiKy,content_clean,gemini,0.99,"TM. CHÍNH PHỦ
THỦ TƯỚNG CHÍNH PHỦ
(Đã ký)
Nguyễn Tấn Dũng"
95652,135/2015/NĐ-CP,"Nhà đầu tư (Tổ chức kinh tế, cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài)",DoiTuongApDung,content_clean,gemini,0.95,"1. Nhà đầu tư gồm các đối tượng sau:
a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư;
b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài."
95652,135/2015/NĐ-CP,Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,2. Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài theo quy định tại Nghị định này.
95652,135/2015/NĐ-CP,"Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"3. Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
95652,135/2015/NĐ-CP,Quản lý ngoại hối,LinhVuc,content_clean,gemini,0.92,"Căn cứ Pháp lệnh Ngoại hối ngày 13 tháng 12 năm 2005 và Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối ngày 18 tháng 3 năm 2013"
95652,135/2015/NĐ-CP,Chứng khoán,LinhVuc,content_clean,gemini,0.9,"Nghị định này quy định chi tiết về hoạt động đầu tư ra nước ngoài dưới hình thức mua, bán chứng khoán, các giấy tờ có giá khác hoặc đầu tư thông qua các quỹ đầu tư chứng khoán"
95652,135/2015/NĐ-CP,Đầu tư,LinhVuc,content_clean,gemini,0.95,Nghị định quy định về đầu tư gián tiếp ra nước ngoài.
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Bộ Tài chính,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Nguyễn Đức Chi,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Đức Chi', chuc_danh='Thứ trưởng'"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.99,"BỘ TÀI CHÍNH
__________
Số: 17/VBHN-BTC"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Chính phủ,CoQuan,content_clean,gemini,0.95,Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Nguyễn Đức Chi,NguoiKy,content_clean,gemini,0.99,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
Nguyễn Đức Chi"
